pathogen_name,taxonid,ARG_name,aro_id,frequency,antibiotic_name
Pseudomonas aeruginosa,287,OXA-851,3006043,0.028783,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-901,3006089,0.004234,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-902,3006090,0.003226,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-903,3006091,0.021071,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-904,3006092,0.028985,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-905,3006093,0.029237,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-907,3006094,0.000151,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-908,3006095,0.003327,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-913,3006100,0.001613,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-914,3006101,0.018651,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-932,3006115,0.000504,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-935,3006116,0.000151,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,OXA-937,3006117,0.008519,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,GES-29,3006158,5e-05,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,GES-32,3006161,0.000151,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,GES-40,3006169,0.000101,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,GES-41,3006170,0.000101,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,GES-44,3006173,0.000151,"CarbaPenem,Cephalosporin,Penam"
Pseudomonas aeruginosa,287,KPC-65,3006194,5e-05,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Pseudomonas aeruginosa,287,KPC-74,3006199,5e-05,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Pseudomonas aeruginosa,287,VEB-11,3006208,0.000202,"Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,VEB-14,3006211,0.000403,"Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,VEB-22,3006217,0.000252,"Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-100,3006480,0.001865,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-101,3006481,0.000958,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-103,3006483,0.008317,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-106,3006484,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-107,3006485,0.004133,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-108,3006486,0.000857,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-109,3006487,0.003478,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-111,3006489,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-112,3006490,0.000756,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-113,3006491,0.000857,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-114,3006492,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-115,3006493,0.001563,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-116,3006494,0.000504,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-12,3006495,0.01114,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-120,3006496,0.002772,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-121,3006497,0.007007,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-122,3006498,0.00121,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-123,3006499,0.001059,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-124,3006500,0.002067,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-125,3006501,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-126,3006502,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-127,3006503,0.001764,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-129,3006505,0.000857,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-130,3006507,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-131,3006508,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-132,3006509,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-133,3006510,0.001462,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-134,3006511,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-137,3006514,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-138,3006515,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-139,3006516,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-140,3006517,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-141,3006518,0.000554,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-142,3006519,0.003075,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-143,3006520,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-145,3006522,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-147,3006524,0.000907,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-15,3006527,0.016685,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-151,3006529,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-152,3006530,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-153,3006531,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-156,3006534,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-158,3006536,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-16,3006538,0.037252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-161,3006540,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-162,3006541,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-167,3006546,0.001764,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-168,3006547,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-169,3006548,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-17,3006549,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-170,3006550,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-171,3006551,0.000655,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-172,3006552,0.000958,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-174,3006553,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-176,3006555,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-177,3006556,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-179,3006558,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-182,3006562,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-184,3006563,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-185,3006564,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-186,3006565,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-187,3006566,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-189,3006568,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-190,3006569,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-191,3006570,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-192,3006571,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-193,3006572,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-194,3006573,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-195,3006574,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-196,3006575,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-197,3006576,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-198,3006577,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-199,3006578,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-20,3006579,0.001714,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-200,3006580,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-204,3006583,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-208,3006586,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-209,3006587,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-211,3006589,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-213,3006590,0.000706,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-214,3006591,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-216,3006593,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-217,3006594,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-218,3006595,0.001411,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-219,3006596,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-21b,3006598,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-22,3006599,0.00499,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-220,3006600,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-223,3006603,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-226,3006605,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-227,3006606,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-233,3006611,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-235,3006613,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-238,3006616,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-239,3006617,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-24,3006618,0.031656,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-244,3006622,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-245,3006623,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-246,3006624,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-250,3006629,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-251,3006630,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-252,3006631,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-254,3006633,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-256,3006634,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-260,3006637,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-261,3006638,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-265,3006641,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-266,3006642,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-271,3006646,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-273,3006647,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-274,3006648,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-275,3006649,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-278,3006652,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-280,3006654,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-286,3006658,0.000504,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-287,3006659,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-288,3006660,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-290,3006662,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-291,3006663,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-295,3006665,0.00126,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-297,3006667,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-298,3006668,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-30,3006670,0.010787,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-301,3006672,0.000857,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-302,3006673,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-303,3006674,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-304,3006675,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-305,3006676,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-308,3006678,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-309,3006679,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-31,3006680,0.011342,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-311,3006682,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-315,3006685,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-318,3006688,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-319,3006689,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-320,3006691,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-321,3006692,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-322,3006693,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-325,3006694,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-33,3006699,0.000706,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-331,3006701,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-333,3006703,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-334,3006704,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-335,3006705,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-338,3006707,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-339,3006708,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-34,3006709,0.03337,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-340,3006710,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-347,3006716,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-348,3006717,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-349,3006718,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-35,3006719,0.074302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-351,3006721,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-353,3006722,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-354,3006723,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-357,3006726,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-359,3006728,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-36,3006729,0.013812,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-361,3006731,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-362,3006732,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-363,3006733,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-364,3006734,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-367,3006737,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-369,3006739,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-37,3006740,0.007057,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-370,3006741,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-371,3006742,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-372,3006743,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-374,3006745,0.003781,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-375,3006746,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-38,3006750,0.006402,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-382,3006752,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-386,3006755,0.000857,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-39,3006759,0.004638,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-392,3006762,0.000252,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-394,3006763,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-396,3006765,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-397,3006766,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-398,3006767,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-40,3006769,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-401,3006771,0.000504,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-402,3006772,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-405,3006775,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-407,3006777,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-408,3006778,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-409,3006779,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-410,3006780,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-411,3006781,0.00126,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-412,3006782,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-415,3006784,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-418,3006787,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-42,3006789,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-420,3006790,0.000454,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-423,3006793,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-427,3006797,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-428,3006798,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-431,3006800,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-432,3006801,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-433,3006802,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-434,3006803,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-437,3006806,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-440,3006808,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-441,3006809,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-442,3006810,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-443,3006811,0.000807,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-444,3006812,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-445,3006813,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-446,3006814,0.000605,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-447,3006815,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-448,3006816,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-452,3006819,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-453,3006820,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-454,3006821,0.000403,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-455,3006822,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-457,3006824,0.000302,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-458,3006825,0.000353,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-46,3006827,0.004184,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-468,3006834,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-469,3006835,0.000202,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-470,3006836,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-471,3006837,0.000151,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-58,3006843,0.000554,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-60,3006844,0.005646,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-64,3006845,0.001865,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-71,3006846,0.004738,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-95,3006848,0.000101,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-96,3006849,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-97,3006850,0.003478,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-98,3006851,0.003478,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,PDC-99,3006852,5e-05,"CarbaPenem,Cephalosporin,Monobactam"
Pseudomonas aeruginosa,287,EC-5,3006880,5e-05,Cephalosporin
Pseudomonas aeruginosa,287,AFM-1,3006890,0.000454,CarbaPenem
